"","time","temp","temp.C"
"1",2021-05-01 00:00:00,276.551407352571,3.40140735257057
"2",2021-05-01 01:00:00,275.998706448463,2.84870644846274
"3",2021-05-01 02:00:00,275.467165054814,2.31716505481353
"4",2021-05-01 03:00:00,274.965935491746,1.81593549174647
"5",2021-05-01 04:00:00,274.504151375063,1.35415137506305
"6",2021-05-01 05:00:00,274.090974869267,0.940974869266654
"7",2021-05-01 06:00:00,273.735538605721,0.585538605720785
"8",2021-05-01 07:00:00,273.447840536794,0.297840536794354
"9",2021-05-01 08:00:00,273.241268034904,0.0912680349042603
"10",2021-05-01 09:00:00,273.130043275895,-0.0199567241053273
"11",2021-05-01 10:00:00,273.128399264428,-0.0216007355720649
"12",2021-05-01 11:00:00,273.250566051852,0.100566051852354
"13",2021-05-01 12:00:00,273.510773689516,0.360773689516179
"14",2021-05-01 13:00:00,273.910735099546,0.760735099546366
"15",2021-05-01 14:00:00,274.402083858367,1.25208385836697
"16",2021-05-01 15:00:00,274.923937397618,1.77393739761845
"17",2021-05-01 16:00:00,275.415399366809,2.2653993668095
"18",2021-05-01 17:00:00,275.815600979713,2.66560097971274
"19",2021-05-01 18:00:00,276.063643916961,2.91364391696072
"20",2021-05-01 19:00:00,276.117140246976,2.96714024697582
"21",2021-05-01 20:00:00,276.007645145539,2.85764514553932
"22",2021-05-01 21:00:00,275.78521531628,2.63521531628027
"23",2021-05-01 22:00:00,275.499888758506,2.34988875850559
"24",2021-05-01 23:00:00,275.20172414472,2.05172414472031
"25",2021-05-02 00:00:00,274.940763411983,1.79076341198339
"26",2021-05-02 01:00:00,274.757362611832,1.60736261183217
"27",2021-05-02 02:00:00,274.653087000693,1.50308700069309
"28",2021-05-02 03:00:00,274.619817918347,1.46981791834679
"29",2021-05-02 04:00:00,274.64941898469,1.49941898469007
"30",2021-05-02 05:00:00,274.733763663999,1.58376366399949
"31",2021-05-02 06:00:00,274.864728373866,1.71472837386597
"32",2021-05-02 07:00:00,275.042379071636,1.89237907163562
"33",2021-05-02 08:00:00,275.299577282321,2.1495772823211
"34",2021-05-02 09:00:00,275.677379977319,2.52737997731856
"35",2021-05-02 10:00:00,276.21684117471,3.06684117471019
"36",2021-05-02 11:00:00,276.959014892578,3.80901489257815
"37",2021-05-02 12:00:00,277.944961055633,4.7949610556326
"38",2021-05-02 13:00:00,279.186320643271,6.03632064327121
"39",2021-05-02 14:00:00,280.577050978138,7.42705097813763
"40",2021-05-02 15:00:00,281.981714064075,8.83171406407513
"41",2021-05-02 16:00:00,283.264861076109,10.1148610761089
"42",2021-05-02 17:00:00,284.29103531376,11.1410353137601
"43",2021-05-02 18:00:00,284.924791889806,11.774791889806
"44",2021-05-02 19:00:00,285.070264262538,11.9202642625378
"45",2021-05-02 20:00:00,284.789933727634,11.6399337276336
"46",2021-05-02 21:00:00,284.185857957409,11.0358579574093
"47",2021-05-02 22:00:00,283.360094624181,10.210094624181
"48",2021-05-02 23:00:00,282.414710260207,9.2647102602067
"49",2021-05-03 00:00:00,281.451767459992,8.30176745999245
"50",2021-05-03 01:00:00,280.560583299206,7.41058329920617
"51",2021-05-03 02:00:00,279.779516404675,6.62951640467492
"52",2021-05-03 03:00:00,279.134179884388,5.98417988438763
"53",2021-05-03 04:00:00,278.650180939705,5.50018093970516
"54",2021-05-03 05:00:00,278.353149414062,5.20314941406252
"55",2021-05-03 06:00:00,278.268684633317,5.11868463331655
"56",2021-05-03 07:00:00,278.407782769972,5.25778276997232
"57",2021-05-03 08:00:00,278.722929923765,5.57292992376512
"58",2021-05-03 09:00:00,279.151991321195,6.00199132119457
"59",2021-05-03 10:00:00,279.63282726657,6.4828272665701
"60",2021-05-03 11:00:00,280.103295110887,6.9532951108871
"61",2021-05-03 12:00:00,280.501269925025,7.35126992502524
"62",2021-05-03 13:00:00,280.778987761467,7.62898776146676
"63",2021-05-03 14:00:00,280.946228027344,7.79622802734377
"64",2021-05-03 15:00:00,281.027152769027,7.87715276902725
"65",2021-05-03 16:00:00,281.045911235194,7.89591123519409
"66",2021-05-03 17:00:00,281.026678269909,7.87667826990929
"67",2021-05-03 18:00:00,280.993596230784,7.84359623078382
"68",2021-05-03 19:00:00,280.964621267011,7.81462126701109
"69",2021-05-03 20:00:00,280.932844592679,7.78284459267894
"70",2021-05-03 21:00:00,280.885158415764,7.73515841576364
"71",2021-05-03 22:00:00,280.808430333291,7.65843033329134
"72",2021-05-03 23:00:00,280.689549599924,7.53954959992444
"73",2021-05-04 00:00:00,280.515403501449,7.36540350144912
"74",2021-05-04 01:00:00,280.279124598349,7.12912459834934
"75",2021-05-04 02:00:00,279.998901367188,6.84890136718752
"76",2021-05-04 03:00:00,279.699157714844,6.54915771484377
"77",2021-05-04 04:00:00,279.404335268082,6.25433526808217
"78",2021-05-04 05:00:00,279.138871715915,5.98887171591485
"79",2021-05-04 06:00:00,278.927199825164,5.77719982516385
"80",2021-05-04 07:00:00,278.787853610131,5.63785361013106
"81",2021-05-04 08:00:00,278.715752386278,5.56575238627772
"82",2021-05-04 09:00:00,278.699909825479,5.54990982547884
"83",2021-05-04 10:00:00,278.729338615171,5.57933861517137
"84",2021-05-04 11:00:00,278.793060302734,5.6430603027344
"85",2021-05-04 12:00:00,278.880080684539,5.73008068453885
"86",2021-05-04 13:00:00,278.980826100995,5.83082610099547
"87",2021-05-04 14:00:00,279.091329266948,5.94132926694812
"88",2021-05-04 15:00:00,279.209041472404,6.05904147240426
"89",2021-05-04 16:00:00,279.331392349735,6.1813923497354
"90",2021-05-04 17:00:00,279.455833188949,6.30583318894912
"91",2021-05-04 18:00:00,279.579809373425,6.42980937342492
